,sentence,intent
14476,고용노동부관악지청 버스  정보  남았어,bus
14477,구로도서관 버스  정보  언제야,bus
14478,삼성래미안아파트 버스  예정 시간 언제와,bus
14479,금호새솔아파트 버스 도착 시간 얼마나 언제,bus
14480,나인스애비뉴 버스  시간 시간 언제,bus
14481,남부지방법원등기국 버스   몇분 언제야,bus
14482,구로구민회관 버스  시간 시간,bus
14483,구로초등학교 버스  시간 시간 언제와,bus
14484,이펜하우스3단지후문 버스  정보 얼마나 남았어,bus
14485,구로중앙하이츠아파트 버스  정보 몇분 언제와,bus
14486,이펜하우스3단지후문 버스  정보 얼마나 언제와,bus
14487,이펜하우스3단지후문 버스    언제야,bus
14488,구로세무서(에이스하이테크시티) 버스 도착 예정 몇분,bus
14489,코오롱싸이언스밸리 버스 도착 정보 시간 알려줘,bus
14490,구로역 버스   시간 언제야,bus
14491,구로성심병원 버스  정보  남았어,bus
14492,이마트구로점 버스 도착   알려줘,bus
14493,구로시장 버스 도착 예정 몇분 알려줘,bus
14494,구로고 버스  정보  알려줘,bus
14495,신도림동 버스 도착 정보 얼마나 알려줘,bus
14496,나인스애비뉴 버스 도착  얼마나 언제,bus
14497,AK플라자 버스 도착 정보 몇분 언제,bus
14498,AK플라자 버스   몇분 남았어,bus
14499,이마트구로점 버스  시간 시간 남았어,bus
14500,구로1동주민센터 버스  시간 얼마나 남았어,bus
14501,삼성래미안아파트 버스 도착 정보 시간 언제와,bus
14502,구로3동주민센터 버스 도착 시간 몇분 알려줘,bus
14503,구로도서관 버스   얼마나 알려줘,bus
14504,이마트구로점 버스 도착 예정 얼마나 언제와,bus
14505,대성스카이렉스 버스  시간 얼마나 남았어,bus
14506,한국산업단지공단 버스   얼마나,bus
14507,거리공원 버스 도착  얼마나 남았어,bus
14508,구로변전소 버스   몇분 알려줘,bus
14509,나인스애비뉴 버스 도착 시간 얼마나 언제와,bus
14510,구로시장 버스  정보  알려줘,bus
14511,화원복지관 버스 도착 예정 얼마나 언제,bus
14512,남구로시장입구 버스 도착 시간 몇분 언제,bus
14513,구로변전소 버스  시간 얼마나 남았어,bus
14514,금호새솔아파트 버스 도착 시간  언제와,bus
14515,구로성심병원 버스  정보 얼마나 언제야,bus
14516,남구로시장입구 버스  예정 시간,bus
14517,이펜하우스5단지후문 버스 도착 시간 몇분 남았어,bus
14518,구로고 버스   몇분 언제,bus
14519,AK플라자 버스  예정  언제,bus
14520,대성스카이렉스 버스 도착  몇분 언제,bus
14521,KEB하나은행구로공원지점 버스  정보 얼마나,bus
14522,나인스애비뉴 버스 도착 정보  남았어,bus
14523,이마트구로점 버스,bus
14524,남구로시장 버스  정보 얼마나,bus
14525,동양미래대학 버스   시간 언제야,bus
14526,연예인APT 버스 도착 시간 시간 알려줘,bus
14527,금호새솔아파트 버스   몇분,bus
14528,남구로시장 버스  예정  언제와,bus
14529,이마트구로점 버스 도착 예정 얼마나,bus
14530,구로성심병원 버스 도착 예정 시간 알려줘,bus
14531,AK플라자 버스 도착 시간 시간,bus
14532,구로구민회관 버스  시간 시간 남았어,bus
14533,동양미래대학 버스   시간 알려줘,bus
14534,구로도서관 버스    언제야,bus
14535,구로세무서(에이스하이테크시티) 버스 도착 정보 시간 언제,bus
14536,동양미래대학 버스    언제와,bus
14537,이펜하우스5단지후문 버스 도착 예정 시간 언제야,bus
14538,이펜하우스3단지후문 버스 도착 정보 얼마나 알려줘,bus
14539,거리공원 버스  시간 얼마나 알려줘,bus
14540,구로3동주민센터 버스  정보 얼마나,bus
14541,금호새솔아파트 버스  예정  남았어,bus
14542,이마트구로점 버스 도착   남았어,bus
14543,구일우성APT 버스  시간 몇분 알려줘,bus
14544,동양미래대학 버스  예정  알려줘,bus
14545,신도림동 버스 도착 정보 얼마나 남았어,bus
14546,신도림동 버스   몇분 언제와,bus
14547,구로시장 버스   몇분 언제,bus
14548,남부지방법원등기국 버스  시간 시간 남았어,bus
14549,거리공원 버스 도착   언제와,bus
14550,구로역 버스 도착 시간 얼마나 알려줘,bus
14551,구로초등학교 버스 도착  시간 알려줘,bus
14552,구로역 버스 도착 정보 몇분 언제,bus
14553,구로중앙하이츠아파트 버스  시간 몇분 남았어,bus
14554,동양미래대학 버스  예정  언제와,bus
14555,구로주공 버스 도착 정보 몇분 언제,bus
14556,남부지방법원등기국 버스 도착 시간 몇분 언제,bus
14557,국민은행 버스 도착 정보 시간,bus
14558,이마트구로점 버스   얼마나 언제야,bus
14559,구로1동주민센터 버스,bus
14560,국민은행 버스 도착 시간 몇분 언제,bus
14561,고용노동부관악지청 버스   몇분,bus
14562,남부지방법원등기국 버스   시간 언제야,bus
14563,국민은행 버스 도착 시간  언제와,bus
14564,국민은행 버스  예정 몇분 알려줘,bus
14565,금호새솔아파트 버스 도착 시간 얼마나,bus
14566,고대구로병원정문 버스 도착 시간 시간 언제야,bus
14567,화원복지관 버스 도착  몇분 알려줘,bus
14568,KEB하나은행구로공원지점 버스  정보 몇분 언제야,bus
14569,국민은행 버스 도착 시간 얼마나 알려줘,bus
14570,구일우성APT 버스 도착 예정 얼마나 언제,bus
14571,연예인APT 버스 도착   언제,bus
14572,이마트구로점 버스  정보  언제와,bus
14573,삼성래미안아파트 버스  정보 시간 알려줘,bus
14574,KEB하나은행구로공원지점 버스 도착 시간 몇분,bus
14575,구로변전소 버스 도착 정보 시간 남았어,bus
14576,구로변전소 버스 도착  시간 언제,bus
14577,구로구민회관 버스 도착 정보 시간 언제야,bus
14578,한국산업단지공단 버스 도착   언제와,bus
14579,구일우성APT 버스 도착 정보 몇분 알려줘,bus
14580,삼성래미안아파트 버스 도착 정보 얼마나 언제와,bus
14581,구로4동우체국 버스 도착 정보 시간 언제야,bus
14582,이펜하우스5단지후문 버스 도착  얼마나 언제와,bus
14583,구로세무서(에이스하이테크시티) 버스  예정 시간,bus
14584,구로도서관 버스  정보 몇분 언제,bus
14585,동양미래대학 버스 도착 정보 시간 남았어,bus
14586,구로주공 버스 도착 시간 몇분 남았어,bus
14587,동양미래대학 버스  정보 시간,bus
14588,구일우성APT 버스 도착  얼마나,bus
14589,국민은행 버스  시간 몇분,bus
14590,신도림동 버스 도착  몇분 알려줘,bus
14591,구로초등학교 버스 도착 예정 얼마나 언제와,bus
14592,삼성래미안아파트 버스  정보 몇분 알려줘,bus
14593,구로초등학교 버스 도착 정보  알려줘,bus
14594,AK플라자 버스 도착  시간 남았어,bus
14595,화원복지관 버스  시간  언제,bus
14596,고용노동부관악지청 버스 도착 정보 몇분 알려줘,bus
14597,나인스애비뉴 버스  예정 시간 남았어,bus
14598,구로보건소 버스  정보 얼마나 언제야,bus
14599,국민은행 버스 도착 시간 시간 언제와,bus
14600,구로3동주민센터 버스 도착 시간 시간 언제,bus
14601,구로시장 버스 도착 정보 몇분 언제,bus
14602,구로변전소 버스   시간 언제,bus
14603,AK플라자 버스 도착 시간 시간,bus
14604,구로아트밸리 버스 도착 시간 얼마나,bus
14605,KEB하나은행구로공원지점 버스  시간  언제야,bus
14606,화원복지관 버스 도착 시간 시간 언제야,bus
14607,한국산업단지공단 버스  예정,bus
14608,이펜하우스3단지후문 버스  정보 몇분 언제야,bus
14609,구로아트밸리 버스 도착 정보 얼마나 언제,bus
14610,구로주공 버스 도착  시간 언제,bus
14611,AK플라자 버스   시간,bus
14612,코오롱싸이언스밸리 버스  시간 얼마나,bus
14613,대성스카이렉스 버스 도착 시간 몇분 알려줘,bus
14614,한국산업단지공단 버스  정보 시간 언제,bus
14615,베스트웨스턴구로호텔 버스 도착 시간 시간 언제야,bus
14616,거리공원 버스 도착  얼마나 알려줘,bus
14617,이마트구로점 버스 도착  몇분,bus
14618,대성스카이렉스 버스  예정 시간 남았어,bus
14619,구로보건소 버스  정보 시간 알려줘,bus
14620,구로아트밸리 버스 도착 예정 몇분 언제와,bus
14621,구로4동우체국 버스  예정 몇분 언제와,bus
14622,금호새솔아파트 버스 도착 시간 시간 알려줘,bus
14623,구로중앙하이츠아파트 버스   몇분 언제야,bus
14624,고용노동부관악지청 버스  시간,bus
14625,구로중앙하이츠아파트 버스  정보 얼마나,bus
14626,남구로시장 버스  정보 얼마나 알려줘,bus
14627,AK플라자 버스 도착 예정 몇분 알려줘,bus
14628,구로세무서(에이스하이테크시티) 버스 도착,bus
14629,구로우체국 버스  시간 시간,bus
14630,구로초등학교 버스 도착  얼마나 언제,bus
14631,베스트웨스턴구로호텔 버스  예정  언제,bus
14632,남구로시장입구 버스  예정 얼마나,bus
14633,나인스애비뉴 버스 도착 정보 시간 언제,bus
14634,국민은행 버스 도착 예정 시간 알려줘,bus
14635,남부지방법원등기국 버스 도착 정보,bus
14636,구로1동주민센터 버스  시간 몇분 언제와,bus
14637,금호새솔아파트 버스 도착 예정 시간 언제와,bus
14638,이펜하우스5단지후문 버스  시간  언제야,bus
14639,국민은행 버스 도착  몇분 언제,bus
14640,구로초등학교 버스  정보  언제야,bus
14641,구로아트밸리 버스  시간 시간 언제야,bus
14642,구로성심병원 버스  시간 시간 언제야,bus
14643,AK플라자 버스 도착 시간 시간 언제,bus
14644,이펜하우스5단지후문 버스 도착 예정,bus
14645,화원복지관 버스 도착 예정 시간 알려줘,bus
14646,금호새솔아파트 버스  예정  알려줘,bus
14647,구로성심병원 버스    언제야,bus
14648,거리공원 버스,bus
14649,남구로시장입구 버스 도착   언제와,bus
14650,이마트구로점 버스  시간 얼마나 알려줘,bus
14651,구로시장 버스 도착 예정 몇분 언제,bus
14652,삼성래미안아파트 버스,bus
14653,남구로시장입구 버스   시간 남았어,bus
14654,구로우체국 버스  예정 몇분 언제,bus
14655,구로도서관 버스 도착 시간 얼마나 언제,bus
14656,구로보건소 버스 도착  시간 언제와,bus
14657,구로아트밸리 버스 도착 정보 얼마나,bus
14658,연예인APT 버스 도착 예정 몇분 알려줘,bus
14659,구로아트밸리 버스  예정 몇분 언제야,bus
14660,고대구로병원정문 버스 도착 시간 얼마나,bus
14661,국민은행 버스 도착 예정,bus
14662,고대구로병원정문 버스 도착 시간 얼마나 언제와,bus
14663,구로시장 버스  시간 얼마나 남았어,bus
14664,연예인APT 버스  시간 몇분 언제와,bus
14665,신도림동 버스  예정 몇분 언제,bus
14666,구로고 버스 도착  시간 언제,bus
14667,구로고 버스 도착 예정 몇분,bus
14668,AK플라자 버스 도착  얼마나 언제야,bus
14669,KEB하나은행구로공원지점 버스 도착 정보 시간 언제와,bus
14670,구로아트밸리 버스 도착  얼마나,bus
14671,코오롱싸이언스밸리 버스 도착 예정  언제와,bus
14672,구로초등학교 버스  예정 시간 언제야,bus
14673,구로세무서(에이스하이테크시티) 버스 도착 시간 얼마나,bus
14674,구로성심병원 버스  정보 얼마나 남았어,bus
14675,구로구민회관 버스 도착 정보 몇분 남았어,bus
14676,구로고 버스 도착  얼마나 알려줘,bus
14677,화원복지관 버스 도착 예정  언제야,bus
14678,대성스카이렉스 버스 도착 정보 얼마나 언제야,bus
14679,동양미래대학 버스   얼마나,bus
14680,구로주공 버스 도착  시간,bus
14681,이마트구로점 버스  예정 시간 남았어,bus
14682,남구로시장입구 버스 도착 시간 시간 남았어,bus
14683,삼성래미안아파트 버스  시간  언제,bus
14684,동양미래대학 버스 도착 예정,bus
14685,구로시장 버스  시간 시간,bus
14686,금호새솔아파트 버스  정보  언제,bus
14687,KEB하나은행구로공원지점 버스 도착 예정  알려줘,bus
14688,구일우성APT 버스  시간 시간 언제,bus
14689,남부지방법원등기국 버스   얼마나 알려줘,bus
14690,구로초등학교 버스 도착 정보 얼마나,bus
14691,남구로시장 버스  정보 몇분 언제야,bus
14692,구로역 버스   몇분 알려줘,bus
14693,고용노동부관악지청 버스 도착 예정 시간 언제야,bus
14694,AK플라자 버스 도착 정보 몇분,bus
14695,구로도서관 버스 도착 예정 얼마나 언제와,bus
14696,구일우성APT 버스  시간 시간 언제야,bus
14697,고용노동부관악지청 버스  정보 몇분,bus
14698,구로3동주민센터 버스 도착 예정 얼마나 남았어,bus
14699,고용노동부관악지청 버스 도착 시간  언제,bus
14700,삼성래미안아파트 버스 도착 시간 얼마나,bus
14701,구로중앙하이츠아파트 버스  예정 시간 언제,bus
14702,구로역 버스  정보  언제야,bus
14703,연예인APT 버스   몇분 알려줘,bus
14704,구로초등학교 버스 도착  몇분 언제야,bus
14705,베스트웨스턴구로호텔 버스  시간 시간 알려줘,bus
14706,이펜하우스5단지후문 버스  시간 시간 언제야,bus
14707,KEB하나은행구로공원지점 버스 도착 시간 몇분 언제야,bus
14708,금호새솔아파트 버스 도착 시간  알려줘,bus
14709,구로초등학교 버스 도착 정보 몇분 알려줘,bus
14710,연예인APT 버스   몇분,bus
14711,구로성심병원 버스 도착 예정 시간 언제야,bus
14712,코오롱싸이언스밸리 버스 도착 시간 몇분 언제야,bus
14713,한국산업단지공단 버스 도착  얼마나,bus
14714,구로도서관 버스 도착 시간 얼마나 언제야,bus
14715,구로3동주민센터 버스  정보 몇분,bus
14716,한국산업단지공단 버스  시간 시간 남았어,bus
14717,거리공원 버스 도착 시간  언제야,bus
14718,국민은행 버스 도착  시간 언제와,bus
14719,거리공원 버스 도착,bus
14720,KEB하나은행구로공원지점 버스  정보 시간,bus
14721,AK플라자 버스 도착  시간 언제,bus
14722,나인스애비뉴 버스  정보 몇분 언제,bus
14723,신도림동 버스 도착  얼마나 남았어,bus
14724,구로구민회관 버스  시간 얼마나 언제와,bus
14725,고용노동부관악지청 버스  정보 몇분,bus
14726,구로성심병원 버스 도착 예정 몇분 언제야,bus
14727,한국산업단지공단 버스   몇분 언제,bus
14728,구로고 버스  정보 시간 남았어,bus
14729,거리공원 버스 도착 시간 몇분 알려줘,bus
14730,구로3동주민센터 버스 도착  시간 남았어,bus
14731,구로도서관 버스  시간 얼마나 언제와,bus
14732,구로우체국 버스 도착 시간 얼마나 언제야,bus
14733,이마트구로점 버스  예정 시간 알려줘,bus
14734,연예인APT 버스 도착 시간 얼마나,bus
14735,국민은행 버스 도착 시간  알려줘,bus
14736,KEB하나은행구로공원지점 버스   몇분 남았어,bus
14737,고용노동부관악지청 버스 도착 정보 얼마나 언제야,bus
14738,삼성래미안아파트 버스 도착 예정 몇분,bus
14739,구로역 버스  정보 시간 언제,bus
14740,한국산업단지공단 버스  예정 시간 언제와,bus
14741,나인스애비뉴 버스 도착   언제야,bus
14742,구로세무서(에이스하이테크시티) 버스  정보 시간 남았어,bus
14743,구로도서관 버스  정보  언제야,bus
14744,한국산업단지공단 버스 도착 예정 얼마나,bus
14745,구로세무서(에이스하이테크시티) 버스  예정 몇분 언제와,bus
14746,구로변전소 버스  예정 시간 언제야,bus
14747,삼성래미안아파트 버스  예정  알려줘,bus
14748,한국산업단지공단 버스  시간 몇분 언제,bus
14749,구로성심병원 버스   시간 알려줘,bus
14750,코오롱싸이언스밸리 버스 도착 시간  언제야,bus
14751,구로초등학교 버스 도착 정보  언제야,bus
14752,구로아트밸리 버스  예정 시간 남았어,bus
14753,이마트구로점 버스  정보 시간 남았어,bus
14754,금호새솔아파트 버스  정보 얼마나,bus
14755,구로고 버스  예정 시간 언제,bus
14756,금호새솔아파트 버스 도착  시간 알려줘,bus
14757,구로아트밸리 버스  시간 몇분 언제,bus
14758,이펜하우스5단지후문 버스 도착   남았어,bus
14759,동양미래대학 버스  예정 얼마나,bus
14760,남구로시장입구 버스 도착   언제,bus
14761,구로우체국 버스    알려줘,bus
14762,구일우성APT 버스  예정 얼마나 언제,bus
14763,구로우체국 버스  예정  언제,bus
14764,코오롱싸이언스밸리 버스   몇분 남았어,bus
14765,나인스애비뉴 버스  정보  언제야,bus
14766,구로변전소 버스  예정 시간 언제와,bus
14767,구로주공 버스    언제와,bus
14768,연예인APT 버스 도착 정보 시간 남았어,bus
14769,구로세무서(에이스하이테크시티) 버스   몇분 알려줘,bus
14770,남구로시장 버스 도착  몇분 언제야,bus
14771,구로초등학교 버스  시간 몇분 언제야,bus
14772,구로초등학교 버스  예정 얼마나,bus
14773,구로도서관 버스 도착 정보  남았어,bus
14774,거리공원 버스 도착 예정 얼마나 알려줘,bus
14775,구로구민회관 버스 도착 예정 몇분 언제야,bus
14776,구로고 버스 도착 시간 몇분 언제,bus
14777,화원복지관 버스  시간  남았어,bus
14778,연예인APT 버스  정보  알려줘,bus
14779,구로고 버스  시간  남았어,bus
14780,구로우체국 버스 도착 예정 몇분 언제와,bus
14781,연예인APT 버스   몇분 남았어,bus
14782,구로도서관 버스  시간  언제야,bus
14783,구로고 버스  예정  언제,bus
14784,화원복지관 버스 도착 시간 시간 언제야,bus
14785,구로보건소 버스  예정 얼마나,bus
14786,국민은행 버스 도착 시간 몇분 남았어,bus
14787,구로성심병원 버스 도착,bus
14788,AK플라자 버스 도착 예정 얼마나 남았어,bus
14789,구로고 버스  정보  언제와,bus
14790,동양미래대학 버스 도착  몇분,bus
14791,베스트웨스턴구로호텔 버스  시간 시간 언제야,bus
14792,구일우성APT 버스 도착  몇분 알려줘,bus
14793,이마트구로점 버스 도착 예정,bus
14794,구로역 버스  정보 시간 언제와,bus
14795,고용노동부관악지청 버스  예정  남았어,bus
14796,한국산업단지공단 버스  시간,bus
14797,구로4동우체국 버스 도착  시간 알려줘,bus
14798,구로도서관 버스 도착 정보 몇분 언제야,bus
14799,동양미래대학 버스  예정 시간,bus
14800,구로주공 버스 도착 예정  알려줘,bus
14801,대성스카이렉스 버스  예정 시간 알려줘,bus
14802,구로1동주민센터 버스 도착 정보 몇분,bus
14803,베스트웨스턴구로호텔 버스  예정,bus
14804,남부지방법원등기국 버스  예정 시간 언제야,bus
14805,연예인APT 버스 도착 정보 시간 언제,bus
14806,화원복지관 버스 도착 시간 시간,bus
14807,구로우체국 버스 도착 정보 시간 언제와,bus
14808,구로역 버스  시간 몇분 언제야,bus
14809,고대구로병원정문 버스 도착 시간 얼마나 언제,bus
14810,구로중앙하이츠아파트 버스 도착  몇분,bus
14811,신도림동 버스 도착 예정 얼마나 남았어,bus
14812,거리공원 버스 도착 예정 시간 언제,bus
14813,구로고 버스 도착 정보 시간 언제와,bus
14814,대성스카이렉스 버스  예정 얼마나 언제,bus
14815,구로역 버스 도착 정보 시간 알려줘,bus
14816,구로변전소 버스   시간 언제야,bus
14817,고대구로병원정문 버스  시간 몇분 알려줘,bus
14818,구로성심병원 버스 도착  시간 남았어,bus
14819,동양미래대학 버스 도착 시간  언제야,bus
14820,남구로시장 버스 도착 예정 몇분 남았어,bus
14821,구로구민회관 버스 도착   언제,bus
14822,베스트웨스턴구로호텔 버스 도착 예정 몇분 언제,bus
14823,구로성심병원 버스  시간 몇분 언제와,bus
14824,KEB하나은행구로공원지점 버스  정보 시간 언제와,bus
14825,구일우성APT 버스  시간  언제야,bus
14826,나인스애비뉴 버스  정보 몇분 언제,bus
14827,국민은행 버스  시간 시간 언제,bus
14828,구로성심병원 버스  시간 몇분,bus
14829,삼성래미안아파트 버스 도착 정보 얼마나 언제야,bus
14830,구로성심병원 버스 도착 예정 시간 알려줘,bus
14831,이마트구로점 버스  예정,bus
14832,이펜하우스3단지후문 버스  시간 시간 언제야,bus
14833,구일우성APT 버스  시간 시간 언제,bus
14834,구로우체국 버스  정보 몇분 알려줘,bus
14835,남부지방법원등기국 버스 도착 정보  언제와,bus
14836,구로아트밸리 버스 도착  얼마나 알려줘,bus
14837,베스트웨스턴구로호텔 버스 도착 시간  언제야,bus
14838,구로세무서(에이스하이테크시티) 버스  시간 몇분 언제,bus
14839,고대구로병원정문 버스  정보  알려줘,bus
14840,고대구로병원정문 버스 도착 예정  알려줘,bus
14841,고용노동부관악지청 버스  예정 시간 언제,bus
14842,구로성심병원 버스   몇분 남았어,bus
14843,고용노동부관악지청 버스 도착 정보 얼마나,bus
14844,남부지방법원등기국 버스 도착 예정 몇분 언제,bus
14845,구로1동주민센터 버스  시간 시간 남았어,bus
14846,신도림동 버스 도착   언제,bus
14847,구로세무서(에이스하이테크시티) 버스  정보 얼마나 언제,bus
14848,대성스카이렉스 버스  정보 얼마나 남았어,bus
14849,이마트구로점 버스 도착 시간  언제와,bus
14850,베스트웨스턴구로호텔 버스  예정 시간 언제야,bus
14851,구로변전소 버스 도착 정보 얼마나 알려줘,bus
14852,고대구로병원정문 버스 도착  시간 남았어,bus
14853,구로고 버스  시간 시간 남았어,bus
14854,구로초등학교 버스   얼마나 남았어,bus
14855,이펜하우스5단지후문 버스 도착 정보  남았어,bus
14856,이펜하우스3단지후문 버스  정보 몇분 알려줘,bus
14857,구로초등학교 버스 도착  시간 언제와,bus
14858,구로초등학교 버스   얼마나 남았어,bus
14859,대성스카이렉스 버스  시간 얼마나,bus
14860,구로보건소 버스  예정 얼마나 언제야,bus
14861,신도림동 버스 도착 시간  언제야,bus
14862,구로초등학교 버스  시간  언제야,bus
14863,베스트웨스턴구로호텔 버스  시간 얼마나 남았어,bus
14864,구로중앙하이츠아파트 버스 도착 시간 얼마나 언제야,bus
14865,구로도서관 버스 도착 시간 몇분 알려줘,bus
14866,구로아트밸리 버스 도착  시간 언제,bus
14867,구로고 버스 도착,bus
14868,화원복지관 버스  예정 몇분 언제와,bus
14869,거리공원 버스   얼마나 언제야,bus
14870,나인스애비뉴 버스 도착 예정 시간 언제,bus
14871,거리공원 버스 도착 시간 몇분 남았어,bus
14872,남부지방법원등기국 버스  시간 시간 언제와,bus
14873,구로구민회관 버스 도착 예정 얼마나 남았어,bus
14874,이마트구로점 버스 도착 예정  언제와,bus
14875,구로성심병원 버스  시간  언제야,bus
14876,KEB하나은행구로공원지점 버스 도착   남았어,bus
14877,화원복지관 버스  시간  알려줘,bus
14878,고용노동부관악지청 버스  시간 시간,bus
14879,구로변전소 버스  시간 시간 남았어,bus
14880,구로구민회관 버스 도착 정보 얼마나 알려줘,bus
14881,고용노동부관악지청 버스  정보 얼마나 알려줘,bus
14882,이마트구로점 버스   시간 남았어,bus
14883,남구로시장입구 버스 도착 예정 얼마나 언제와,bus
14884,남구로시장 버스 도착 시간 시간 언제,bus
14885,남구로시장입구 버스  시간 얼마나,bus
14886,KEB하나은행구로공원지점 버스 도착 예정 얼마나,bus
14887,구로우체국 버스 도착  몇분 남았어,bus
14888,이펜하우스5단지후문 버스  예정 시간 언제,bus
14889,구로성심병원 버스 도착 정보 얼마나 언제와,bus
14890,구로아트밸리 버스  예정 시간 언제,bus
14891,남구로시장입구 버스  시간 얼마나 남았어,bus
14892,구일우성APT 버스  시간 시간 남았어,bus
14893,AK플라자 버스  정보 몇분 언제,bus
14894,나인스애비뉴 버스   얼마나 언제야,bus
14895,남구로시장 버스  시간 시간 남았어,bus
14896,구로중앙하이츠아파트 버스 도착 시간  언제,bus
14897,구로성심병원 버스  정보  남았어,bus
14898,이펜하우스5단지후문 버스 도착  시간 언제와,bus
14899,구로1동주민센터 버스 도착,bus
14900,AK플라자 버스 도착 시간,bus
14901,고용노동부관악지청 버스  정보 몇분 언제,bus
14902,AK플라자 버스 도착 시간 얼마나 언제,bus
14903,구로보건소 버스 도착 예정 시간 남았어,bus
14904,구로아트밸리 버스  정보  알려줘,bus
14905,구로성심병원 버스  정보 얼마나 남았어,bus
14906,구로4동우체국 버스  시간 시간 언제,bus
14907,구로아트밸리 버스  시간 시간,bus
14908,구일우성APT 버스 도착 시간 시간 언제야,bus
14909,구로변전소 버스 도착 시간 몇분,bus
14910,이마트구로점 버스 도착 정보  언제와,bus
14911,국민은행 버스  정보 얼마나,bus
14912,이펜하우스5단지후문 버스  시간 몇분 남았어,bus
14913,코오롱싸이언스밸리 버스 도착 정보 얼마나 언제와,bus
14914,구로주공 버스  시간 몇분 언제야,bus
14915,남구로시장입구 버스 도착 정보 얼마나 언제야,bus
14916,구로도서관 버스  정보 몇분 언제야,bus
14917,대성스카이렉스 버스 도착  시간 언제,bus
14918,거리공원 버스 도착 정보 시간 언제,bus
14919,구로변전소 버스  정보  언제와,bus
14920,구로고 버스 도착 시간 몇분 언제야,bus
14921,동양미래대학 버스 도착 예정 시간 알려줘,bus
14922,이마트구로점 버스 도착  시간,bus
14923,고용노동부관악지청 버스 도착 시간 몇분 언제,bus
14924,구로구민회관 버스 도착 시간 시간 알려줘,bus
14925,남구로시장 버스    언제와,bus
14926,구로보건소 버스  예정 얼마나 남았어,bus
14927,KEB하나은행구로공원지점 버스 도착 정보 시간 언제와,bus
14928,이펜하우스5단지후문 버스  정보 얼마나 알려줘,bus
14929,대성스카이렉스 버스 도착 정보  알려줘,bus
14930,동양미래대학 버스  정보 얼마나 남았어,bus
14931,구로우체국 버스  정보 얼마나 언제,bus
14932,금호새솔아파트 버스 도착 시간 몇분 남았어,bus
14933,구로1동주민센터 버스 도착  얼마나 남았어,bus
14934,KEB하나은행구로공원지점 버스   얼마나 남았어,bus
14935,구로아트밸리 버스 도착 예정  알려줘,bus
14936,고대구로병원정문 버스  예정  알려줘,bus
14937,구로아트밸리 버스  시간 시간 언제,bus
14938,구로중앙하이츠아파트 버스   몇분 알려줘,bus
14939,구일우성APT 버스  정보 몇분 언제야,bus
14940,대성스카이렉스 버스  정보 시간,bus
14941,구로아트밸리 버스  시간 얼마나 알려줘,bus
14942,구로성심병원 버스   시간 알려줘,bus
14943,남구로시장 버스  정보 몇분 알려줘,bus
14944,구로아트밸리 버스   몇분 언제와,bus
14945,화원복지관 버스  정보 몇분 언제,bus
14946,대성스카이렉스 버스  정보 얼마나,bus
14947,구로역 버스 도착 예정  알려줘,bus
14948,이펜하우스5단지후문 버스  예정  언제와,bus
14949,구로우체국 버스   시간 언제와,bus
14950,구로보건소 버스  시간  언제야,bus
14951,국민은행 버스 도착  얼마나,bus
14952,구로아트밸리 버스 도착 예정 몇분 언제,bus
14953,구로역 버스  예정  언제,bus
14954,구로도서관 버스   시간 알려줘,bus
14955,코오롱싸이언스밸리 버스  시간 몇분,bus
14956,구로우체국 버스   시간 남았어,bus
14957,고용노동부관악지청 버스 도착   언제와,bus
14958,KEB하나은행구로공원지점 버스  시간 몇분 언제와,bus
14959,베스트웨스턴구로호텔 버스 도착 정보 몇분 언제야,bus
14960,구로성심병원 버스 도착 정보 시간 남았어,bus
14961,삼성래미안아파트 버스 도착 시간 몇분 언제야,bus
14962,구로1동주민센터 버스  정보  언제,bus
14963,구로고 버스  시간 몇분 언제야,bus
14964,이펜하우스3단지후문 버스   몇분 남았어,bus
14965,구로역 버스  예정  언제야,bus
14966,한국산업단지공단 버스 도착 정보  언제,bus
14967,이펜하우스5단지후문 버스 도착 예정 시간,bus
14968,베스트웨스턴구로호텔 버스 도착 정보 시간 언제야,bus
14969,이펜하우스3단지후문 버스 도착 정보  언제,bus
14970,한국산업단지공단 버스  정보 시간 알려줘,bus
14971,구로도서관 버스  정보 얼마나 언제와,bus
14972,구로아트밸리 버스  시간,bus
14973,KEB하나은행구로공원지점 버스  정보 몇분,bus
14974,국민은행 버스 도착 예정 시간 언제와,bus
14975,구로주공 버스 도착  몇분 언제,bus
14976,KEB하나은행구로공원지점 버스  시간 얼마나 언제야,bus
14977,고용노동부관악지청 버스 도착 시간 시간 언제야,bus
14978,금호새솔아파트 버스  시간  남았어,bus
14979,이펜하우스3단지후문 버스  시간,bus
14980,이펜하우스5단지후문 버스 도착 정보 시간 남았어,bus
14981,한국산업단지공단 버스 도착  시간,bus
14982,대성스카이렉스 버스  정보 얼마나,bus
14983,구로주공 버스   얼마나 언제야,bus
14984,구로주공 버스  예정 얼마나,bus
14985,나인스애비뉴 버스 도착 시간 시간 언제와,bus
14986,화원복지관 버스 도착 예정 시간 알려줘,bus
14987,구로고 버스 도착 예정  언제야,bus
14988,구로3동주민센터 버스  예정  남았어,bus
14989,구로1동주민센터 버스  예정,bus
14990,이펜하우스3단지후문 버스  정보 시간 남았어,bus
14991,구로시장 버스  정보 얼마나 언제야,bus
14992,구로세무서(에이스하이테크시티) 버스   얼마나 언제,bus
